soc_id	var_id	code	category	title	definition	pref_name_for_society	glottocode	Lat	Long	description	name	region	eco_id	eco_code
SCCS114	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Chekiang	wuch1236	31	120.08	Missing data	NA	China	PrecipitationPredictability	0.590632379
SCCS115	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Manchu	manc1252	50	125.5	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	China	PrecipitationPredictability	0.617193659
SCCS116	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Koreans	kore1280	37.6	126.42	Missing data	NA	Eastern Asia	PrecipitationPredictability	0.571090278
SCCS117	SCCS705	3	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Japanese	nucl1643	34.67	133.67	Neighborhoods of dispersed family settlements	Neighborhoods  of dispersed family settlements	Eastern Asia	PrecipitationPredictability	0.656782616
SCCS118	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Ainu	ainu1240	42.83	143	Missing data	NA	Eastern Asia	PrecipitationPredictability	0.702515747
SCCS119	SCCS705	2	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Nivkh	gily1242	53	142	Seminomadic - bands which wander for at least half the year, but occupy a fixed settlement for some season(s)	Seminomadic	Russian Far East	PrecipitationPredictability	0.636441967
SCCS12	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Ganda	gand1255	0.33	32.5	Missing data	NA	East Tropical Africa	PrecipitationPredictability	0.604572546
SCCS120	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Yukaghir	nort2745	64.75	153.5	Missing data	NA	Russian Far East	PrecipitationPredictability	0.652616472
SCCS121	SCCS705	2	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Chukchi	chuk1273	66.5	179.6	Seminomadic - bands which wander for at least half the year, but occupy a fixed settlement for some season(s)	Seminomadic	Russian Far East	PrecipitationPredictability	0.623083252
SCCS122	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Deg Xit'an	dege1248	62.5	-159.5	Missing data	NA	Subarctic America	PrecipitationPredictability	0.664050635
SCCS123	SCCS705	3	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Aleut	east2533	55	-162.85	Neighborhoods of dispersed family settlements	Neighborhoods  of dispersed family settlements	Subarctic America	PrecipitationPredictability	0.750429141
SCCS124	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Copper Inuit	copp1244	68.72	-112.53	Missing data	NA	Subarctic America	PrecipitationPredictability	0.676987644
SCCS125	SCCS705	2	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Montagnais	mont1268	50	-74	Seminomadic - bands which wander for at least half the year, but occupy a fixed settlement for some season(s)	Seminomadic	Eastern Canada	PrecipitationPredictability	0.735906007
SCCS126	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Mi'kmaq	mikm1235	46.99	-65	Missing data	NA	Eastern Canada	PrecipitationPredictability	0.708767505
SCCS127	SCCS705	6	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Northern Saulteaux	alba1270	52	-95.5	Complex settlements surrounded by homesteads or hamlets considered part of the community	Complex settlements surrounded by homesteads or hamlets	Western Canada	PrecipitationPredictability	0.682821213
SCCS128	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	DeneTha	sout2959	62	-122	Missing data	NA	Subarctic America	PrecipitationPredictability	0.678987419
SCCS129	SCCS705	2	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Kaska	kask1239	60	-131	Seminomadic - bands which wander for at least half the year, but occupy a fixed settlement for some season(s)	Seminomadic	Subarctic America	PrecipitationPredictability	0.711216025
SCCS13	SCCS705	2	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Mbuti	bila1255	1.5	28.33	Seminomadic - bands which wander for at least half the year, but occupy a fixed settlement for some season(s)	Seminomadic	West-Central Tropical Africa	PrecipitationPredictability	0.784538547
SCCS130	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Eyak	eyak1241	60.5	-145	Missing data	NA	Subarctic America	PrecipitationPredictability	0.667805767
SCCS131	SCCS705	2	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Haida	nort2938	54	-132.5	Seminomadic - bands which wander for at least half the year, but occupy a fixed settlement for some season(s)	Seminomadic	Western Canada	PrecipitationPredictability	0.709648746
SCCS132	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Nuxalk	bell1243	52.33	-126.5	Missing data	NA	Western Canada	PrecipitationPredictability	0.674157665
SCCS133	SCCS705	2	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Twana	twan1247	47.43	-123.25	Seminomadic - bands which wander for at least half the year, but occupy a fixed settlement for some season(s)	Seminomadic	Northwestern U.S.A.	PrecipitationPredictability	0.649379636
SCCS134	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Yurok	yuro1248	41.5	-124	Missing data	NA	Southwestern U.S.A.	PrecipitationPredictability	0.587750387
SCCS135	SCCS705	2	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Eastern Pomo	east2545	39	-123	Seminomadic - bands which wander for at least half the year, but occupy a fixed settlement for some season(s)	Seminomadic	Southwestern U.S.A.	PrecipitationPredictability	0.488241822
SCCS136	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Southern Valley Yokuts	vall1251	35	-119.5	Missing data	NA	Southwestern U.S.A.	PrecipitationPredictability	0.419393038
SCCS137	SCCS705	2	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Wadadokado	nort1551	43.5	-119	Seminomadic - bands which wander for at least half the year, but occupy a fixed settlement for some season(s)	Seminomadic	Northwestern U.S.A.	PrecipitationPredictability	0.611246464
SCCS138	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Klamath	klam1254	42.63	-121.67	Missing data	NA	Northwestern U.S.A.	PrecipitationPredictability	0.582081243
SCCS139	SCCS705	6	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Kutenai	kute1249	49	-116.67	Complex settlements surrounded by homesteads or hamlets considered part of the community	Complex settlements surrounded by homesteads or hamlets	Western Canada	PrecipitationPredictability	0.626850806
SCCS14	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Nkundo	nkun1238	-0.75	19.17	Missing data	NA	West-Central Tropical Africa	PrecipitationPredictability	0.7877248
SCCS140	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Gros Ventre	gros1243	48	-108	Missing data	NA	Northwestern U.S.A.	PrecipitationPredictability	0.658103503
SCCS141	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Hidatsa	hida1246	47	-101	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	North-Central U.S.A.	PrecipitationPredictability	0.633481258
SCCS142	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Pawnee	pawn1254	42	-100	Missing data	NA	North-Central U.S.A.	PrecipitationPredictability	0.613605807
SCCS143	SCCS705	2	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Omaha	omah1248	41.43	-96.5	Seminomadic - bands which wander for at least half the year, but occupy a fixed settlement for some season(s)	Seminomadic	North-Central U.S.A.	PrecipitationPredictability	0.616569554
SCCS144	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Huron	wyan1247	44.5	-79	Missing data	NA	Eastern Canada	PrecipitationPredictability	0.706719488
SCCS145	SCCS705	2	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Muscogee	cree1270	32.93	-86	Seminomadic - bands which wander for at least half the year, but occupy a fixed settlement for some season(s)	Seminomadic	Southeastern U.S.A.	PrecipitationPredictability	0.652124125
SCCS146	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Natchez	natc1249	31.5	-91.42	Missing data	NA	Southeastern U.S.A.	PrecipitationPredictability	0.633149399
SCCS147	SCCS705	1	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Comanche	coma1245	34	-101.5	Fully migratory or nomadic bands	Fully migratory or nomadic bands	South-Central U.S.A.	PrecipitationPredictability	0.575382605
SCCS148	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Chiricahua	mesc1238	32	-109.5	Missing data	NA	Southwestern U.S.A.	PrecipitationPredictability	0.51981461
SCCS149	SCCS705	5	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Zuni	zuni1245	35.67	-108.75	Compact and permanent village or town	Compact or permanent village or town	South-Central U.S.A.	PrecipitationPredictability	0.5558235
SCCS15	SCCS705	3	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Banen	tune1261	4.67	10.8	Neighborhoods of dispersed family settlements	Neighborhoods  of dispersed family settlements	West-Central Tropical Africa	PrecipitationPredictability	0.745351666
SCCS150	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Havasupai	hava1249	35.83	-112.17	Missing data	NA	Southwestern U.S.A.	PrecipitationPredictability	0.44606464
SCCS151	SCCS705	2	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Tohono O'odham	toho1246	32	-112	Seminomadic - bands which wander for at least half the year, but occupy a fixed settlement for some season(s)	Seminomadic	Southwestern U.S.A.	PrecipitationPredictability	0.403531842
SCCS152	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Huichol	huic1243	22	-105	Missing data	NA	Mexico	PrecipitationPredictability	0.589552149
SCCS153	SCCS705	5	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Aztec	clas1250	19	-99.17	Compact and permanent village or town	Compact or permanent village or town	Mexico	PrecipitationPredictability	0.658068088
SCCS154	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Sierra Popoluca	high1276	18.25	-94.83	Missing data	NA	Mexico	PrecipitationPredictability	0.747256961
SCCS155	SCCS705	5	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	K'iche'	kich1262	15	-91	Compact and permanent village or town	Compact or permanent village or town	Central America	PrecipitationPredictability	0.676147291
SCCS156	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Miskito	misk1235	15.16	-84.29	Missing data	NA	Central America	PrecipitationPredictability	0.715106202
SCCS157	SCCS705	3	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Bribri	brib1243	9	-83.25	Neighborhoods of dispersed family settlements	Neighborhoods  of dispersed family settlements	Central America	PrecipitationPredictability	0.737767558
SCCS158	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Guna	sanb1242	9.25	-78.5	Missing data	NA	Central America	PrecipitationPredictability	0.754203495
SCCS159	SCCS705	2	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Wayuu	wayu1243	11.92	-71.75	Seminomadic - bands which wander for at least half the year, but occupy a fixed settlement for some season(s)	Seminomadic	Western South America	PrecipitationPredictability	0.695438965
SCCS16	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Tiv	tivv1240	7.25	9	Missing data	NA	West Tropical Africa	PrecipitationPredictability	0.650224499
SCCS160	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Haitians	hait1244	18.83	-72.17	Missing data	NA	Caribbean	PrecipitationPredictability	0.654885925
SCCS161	SCCS705	3	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Callinago	isla1278	15.41	-61.27	Neighborhoods of dispersed family settlements	Neighborhoods  of dispersed family settlements	Caribbean	PrecipitationPredictability	0.637897047
SCCS162	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Warao	wara1303	9.08	-62	Missing data	NA	Northern South America	PrecipitationPredictability	0.776031139
SCCS163	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Yanomami	yano1261	2.42	-65	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	Northern South America	PrecipitationPredictability	0.692074174
SCCS164	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Barama River Carib	mura1272	7.42	-60.17	Missing data	NA	Northern South America	PrecipitationPredictability	0.797256885
SCCS165	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Saramaccan	sara1340	3.5	-55.75	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	Northern South America	PrecipitationPredictability	0.726687272
SCCS166	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Munduruku	mund1330	-6.5	-56.5	Missing data	NA	Brazil	PrecipitationPredictability	0.731623317
SCCS167	SCCS705	3	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Cubeo	cube1242	1.25	-70.5	Neighborhoods of dispersed family settlements	Neighborhoods  of dispersed family settlements	Western South America	PrecipitationPredictability	0.816894928
SCCS168	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Chachi	chac1249	1	-79	Missing data	NA	Western South America	PrecipitationPredictability	0.730143807
SCCS169	SCCS705	3	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Shuar	shua1257	-3	-78	Neighborhoods of dispersed family settlements	Neighborhoods  of dispersed family settlements	Western South America	PrecipitationPredictability	0.713244058
SCCS17	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Igbo	nucl1417	5.5	7.33	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	West Tropical Africa	PrecipitationPredictability	0.705665753
SCCS170	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Amahuaca	amah1246	-10.33	-72.25	Missing data	NA	Western South America	PrecipitationPredictability	0.726753273
SCCS171	SCCS705	5	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Inca	cusc1236	-13.5	-72	Compact and permanent village or town	Compact or permanent village or town	Western South America	PrecipitationPredictability	0.820655606
SCCS172	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Aymara	cent2142	-16	-65.75	Missing data	NA	Western South America	PrecipitationPredictability	0.658866592
SCCS173	SCCS705	2	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Sirionó	siri1273	-14.5	-63.5	Seminomadic - bands which wander for at least half the year, but occupy a fixed settlement for some season(s)	Seminomadic	Western South America	PrecipitationPredictability	0.627940061
SCCS174	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Nambikwara	sout2994	-13	-58.75	Missing data	NA	Brazil	PrecipitationPredictability	0.622984362
SCCS175	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Trumai	trum1247	-11.83	-53.67	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	Brazil	PrecipitationPredictability	0.616533436
SCCS176	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Canela	cane1242	-6.5	-46	Missing data	NA	Brazil	PrecipitationPredictability	0.642582099
SCCS177	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Tupinambá	tupi1273	-22.79	-44.5	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	Brazil	PrecipitationPredictability	0.650196306
SCCS178	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Aimoré	kren1239	-19	-42.5	Missing data	NA	Brazil	PrecipitationPredictability	0.63552174
SCCS179	SCCS705	2	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Shavante	xava1240	-13.5	-51.5	Seminomadic - bands which wander for at least half the year, but occupy a fixed settlement for some season(s)	Seminomadic	Brazil	PrecipitationPredictability	0.585009656
SCCS18	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Fon	fonn1241	7.2	1.91	Missing data	NA	West Tropical Africa	PrecipitationPredictability	0.672336889
SCCS180	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Aweikoma	xokl1240	-28	-50	Missing data	NA	Brazil	PrecipitationPredictability	0.684641439
SCCS181	SCCS705	3	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Cayua	mbya1239	-23.5	-55	Neighborhoods of dispersed family settlements	Neighborhoods  of dispersed family settlements	Brazil	PrecipitationPredictability	0.617101167
SCCS182	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Lengua	nort2971	-23	-58.5	Missing data	NA	Southern South America	PrecipitationPredictability	0.608324256
SCCS183	SCCS705	1	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Abipón	abip1241	-28	-59.5	Fully migratory or nomadic bands	Fully migratory or nomadic bands	Southern South America	PrecipitationPredictability	0.618586444
SCCS184	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Mapuche	mapu1245	-38.5	-72.58	Missing data	NA	Southern South America	PrecipitationPredictability	0.614944272
SCCS185	SCCS705	1	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Tehuelche	tehu1242	-40.5	-68	Fully migratory or nomadic bands	Fully migratory or nomadic bands	Southern South America	PrecipitationPredictability	0.61734263
SCCS186	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Yahgan	yama1264	-55.5	-69.5	Missing data	NA	Southern South America	PrecipitationPredictability	0.817754903
SCCS19	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Ashanti	asan1239	7	-1.5	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	West Tropical Africa	PrecipitationPredictability	0.696104421
SCCS2	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	!Kung	juho1239	-19.83	20.58	Missing data	NA	Southern Africa	PrecipitationPredictability	0.476176944
SCCS20	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Mende	mend1266	7.83	-12	Missing data	NA	West Tropical Africa	PrecipitationPredictability	0.697608287
SCCS21	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Wolof	nucl1347	13.75	-15.33	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	West Tropical Africa	PrecipitationPredictability	0.550238113
SCCS22	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Bambara	bamb1269	12.5	-7	Missing data	NA	West Tropical Africa	PrecipitationPredictability	0.645309212
SCCS23	SCCS705	3	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Tallensi	taln1239	10.66	-0.57	Neighborhoods of dispersed family settlements	Neighborhoods  of dispersed family settlements	West Tropical Africa	PrecipitationPredictability	0.634377422
SCCS24	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Songhai	koyr1242	16.58	-1.67	Missing data	NA	West Tropical Africa	PrecipitationPredictability	0.579141479
SCCS25	SCCS705	2	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Wodaabe Fulani	boro1274	15	7.5	Seminomadic - bands which wander for at least half the year, but occupy a fixed settlement for some season(s)	Seminomadic	West Tropical Africa	PrecipitationPredictability	0.580981932
SCCS26	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Zazzagawa Hausa	haus1257	10.5	7.5	Missing data	NA	West Tropical Africa	PrecipitationPredictability	0.626720364
SCCS27	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Masa	masa1322	10.5	15.5	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	Northeast Tropical Africa	PrecipitationPredictability	0.651249858
SCCS28	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Azande	zand1248	5.08	28.25	Missing data	NA	Northeast Tropical Africa	PrecipitationPredictability	0.706924385
SCCS29	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Fur	furr1244	13.5	25.5	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	Northeast Tropical Africa	PrecipitationPredictability	0.555693274
SCCS3	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Tsonga	tson1249	-25.83	32.33	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	South Tropical Africa	PrecipitationPredictability	0.634970748
SCCS30	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Otoro	otor1240	11.33	30.67	Missing data	NA	Northeast Tropical Africa	PrecipitationPredictability	0.654283409
SCCS31	SCCS705	3	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Shilluk	shil1265	9.75	31.5	Neighborhoods of dispersed family settlements	Neighborhoods  of dispersed family settlements	Northeast Tropical Africa	PrecipitationPredictability	0.684027611
SCCS32	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Mao	hozo1236	9.27	34.67	Missing data	NA	Northeast Tropical Africa	PrecipitationPredictability	0.633592306
SCCS33	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Kafa	kafa1242	7.27	36.5	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	Northeast Tropical Africa	PrecipitationPredictability	0.583572143
SCCS34	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Maasi	masa1300	-3.5	36.75	Missing data	NA	East Tropical Africa	PrecipitationPredictability	0.696066264
SCCS35	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Konso	kons1243	5.25	37.5	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	Northeast Tropical Africa	PrecipitationPredictability	0.555400858
SCCS36	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Somali (Dolbahanta)	nort3051	9	47.25	Missing data	NA	Northeast Tropical Africa	PrecipitationPredictability	0.59800992100000006
SCCS37	SCCS705	3	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Amhara	amha1245	12.5	37.75	Neighborhoods of dispersed family settlements	Neighborhoods  of dispersed family settlements	Northeast Tropical Africa	PrecipitationPredictability	0.519560893
SCCS38	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Blin	bili1260	15.75	38.75	Missing data	NA	Northeast Tropical Africa	PrecipitationPredictability	0.525404796
SCCS39	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Barabra	kenu1236	23	39.11	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	Arabian Peninsula	PrecipitationPredictability	0.249339973
SCCS4	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Lozi	lozi1239	-16	23.5	Missing data	NA	South Tropical Africa	PrecipitationPredictability	0.515210058
SCCS40	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Teda	teda1241	20.5	17.5	Missing data	NA	Northeast Tropical Africa	PrecipitationPredictability	0.303939394
SCCS41	SCCS705	1	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Tuareg Ahaggar	hogg1238	23	6.5	Fully migratory or nomadic bands	Fully migratory or nomadic bands	Northern Africa	PrecipitationPredictability	0.27951869
SCCS42	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Riffians	tari1263	34.92	-3.25	Missing data	NA	Northern Africa	PrecipitationPredictability	0.456040806
SCCS43	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Egyptians	egyp1253	24.75	33	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	Northern Africa	PrecipitationPredictability	0.351085543
SCCS44	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Hebrews	anci1244	31.18	34.92	Missing data	NA	Western Asia	PrecipitationPredictability	0.497726536
SCCS45	SCCS705	4	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Babylonians	akka1240	32.58	44.75	Separated hamlets, where several form more or less a single permanent community	Seperated hamlets	Western Asia	PrecipitationPredictability	0.347395525
SCCS46	SCCS705	NA	Gender	Settlement Type	Whyte, M. K. (2015). The status of women in preindustrial societies. Princeton University Press.	Rwala	east2690	33.25	38.5	Missing data	NA	Western Asia	PrecipitationPredictability	0.459266012
